"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (59-58-19-15-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (59-58-19-15-11-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (58-26-04-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (58-26-04-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (54-45-08-31-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (54-45-08-31-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (54-34-23-14-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (54-34-23-14-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (53-44-05-08-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (53-44-05-08-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (44-18-03-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (44-18-03-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (43-25-12-26-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (43-25-12-26-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (38-03-06-12-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (38-03-06-12-11-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (34-41-01-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (34-41-01-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (29-48-03-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (29-48-03-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (28-45-19-05-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (28-45-19-05-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (23-07-16-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (23-07-16-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (19-07-04-05-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (19-07-04-05-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (17-43-22-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (17-43-22-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (11-48-22-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (11-48-22-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (10-13-23-13-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (10-13-23-13-11-2015)","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A14N33L1QGH2RK","https://requester.mturk.com/workers/A14N33L1QGH2RK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A14UEP5ZUIB40W","https://requester.mturk.com/workers/A14UEP5ZUIB40W","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A14VY6QXKBLC0D","https://requester.mturk.com/workers/A14VY6QXKBLC0D","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A14W56SNTPJXZ6","https://requester.mturk.com/workers/A14W56SNTPJXZ6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A14WHTITJT8PWK","https://requester.mturk.com/workers/A14WHTITJT8PWK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A14WLAP6TCEKO0","https://requester.mturk.com/workers/A14WLAP6TCEKO0","3","3","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","50","","","","","","50","","","","50","","","","50","","","","50","","50","","50","","","","Never Blocked","",""
"A15000M7KOMCV7","https://requester.mturk.com/workers/A15000M7KOMCV7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1518CYJ8XQYIJ","https://requester.mturk.com/workers/A1518CYJ8XQYIJ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A155MLYR8KX0H1","https://requester.mturk.com/workers/A155MLYR8KX0H1","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","","","","","","","Never Blocked","",""
"A1584U9FJ4PUTN","https://requester.mturk.com/workers/A1584U9FJ4PUTN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A15E73JJ7BLHZ6","https://requester.mturk.com/workers/A15E73JJ7BLHZ6","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A15F2JTVAJXITI","https://requester.mturk.com/workers/A15F2JTVAJXITI","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A15FXOOCN5RT0","https://requester.mturk.com/workers/A15FXOOCN5RT0","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","50","","50","","","","Never Blocked","",""
"A15GKHNAWVZ9HD","https://requester.mturk.com/workers/A15GKHNAWVZ9HD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A15N4A9M26K7TI","https://requester.mturk.com/workers/A15N4A9M26K7TI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A15NBP8BIVHFQI","https://requester.mturk.com/workers/A15NBP8BIVHFQI","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A15VOMBAZ5ML38","https://requester.mturk.com/workers/A15VOMBAZ5ML38","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","Never Blocked","",""
"A160H925IQWHSL","https://requester.mturk.com/workers/A160H925IQWHSL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A16184N1RO5OJV","https://requester.mturk.com/workers/A16184N1RO5OJV","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","Never Blocked","",""
"A162EXKAQGBA4O","https://requester.mturk.com/workers/A162EXKAQGBA4O","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A162YP37U7OC5T","https://requester.mturk.com/workers/A162YP37U7OC5T","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1647JP5J4VTKQ","https://requester.mturk.com/workers/A1647JP5J4VTKQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A164A99RJEXMST","https://requester.mturk.com/workers/A164A99RJEXMST","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A164RBTU9AO3G7","https://requester.mturk.com/workers/A164RBTU9AO3G7","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1667YEKQBQEI1","https://requester.mturk.com/workers/A1667YEKQBQEI1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A166OJOJPO7DUY","https://requester.mturk.com/workers/A166OJOJPO7DUY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A167OTED0CS2Q3","https://requester.mturk.com/workers/A167OTED0CS2Q3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A167SYXGXFU7C8","https://requester.mturk.com/workers/A167SYXGXFU7C8","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","Never Blocked","",""
"A168K8IMVUBVNQ","https://requester.mturk.com/workers/A168K8IMVUBVNQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A168OLXLGFWY0O","https://requester.mturk.com/workers/A168OLXLGFWY0O","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1699GCMO8U3XP","https://requester.mturk.com/workers/A1699GCMO8U3XP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A169HV1365MWKA","https://requester.mturk.com/workers/A169HV1365MWKA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A16A8UJKVAUCVF","https://requester.mturk.com/workers/A16A8UJKVAUCVF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A16JBPV9G7FNV2","https://requester.mturk.com/workers/A16JBPV9G7FNV2","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A16KIFA00FTM7K","https://requester.mturk.com/workers/A16KIFA00FTM7K","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A16LZUEQ6JGHWA","https://requester.mturk.com/workers/A16LZUEQ6JGHWA","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A16QI8N9W4IO4A","https://requester.mturk.com/workers/A16QI8N9W4IO4A","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A16S1NNYPGPOL4","https://requester.mturk.com/workers/A16S1NNYPGPOL4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A16SAB417Y96G4","https://requester.mturk.com/workers/A16SAB417Y96G4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A16TB6KOY5OX79","https://requester.mturk.com/workers/A16TB6KOY5OX79","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A170D2YBJA3J5S","https://requester.mturk.com/workers/A170D2YBJA3J5S","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A172DS1X1Z66GZ","https://requester.mturk.com/workers/A172DS1X1Z66GZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A176SVJMKPGX9F","https://requester.mturk.com/workers/A176SVJMKPGX9F","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","","","","","","","","","Never Blocked","",""
"A1794A1WUR4Q8E","https://requester.mturk.com/workers/A1794A1WUR4Q8E","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A179EXKWCPDVJY","https://requester.mturk.com/workers/A179EXKWCPDVJY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A17AMTRIYI2Z2D","https://requester.mturk.com/workers/A17AMTRIYI2Z2D","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A17ELSQUMU0QT6","https://requester.mturk.com/workers/A17ELSQUMU0QT6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","","","","","","","Never Blocked","",""
"A17I4K1HTQ5TE9","https://requester.mturk.com/workers/A17I4K1HTQ5TE9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A17KJJEFSH5S25","https://requester.mturk.com/workers/A17KJJEFSH5S25","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A17L30431NX0IV","https://requester.mturk.com/workers/A17L30431NX0IV","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A17M0M8JML4I4G","https://requester.mturk.com/workers/A17M0M8JML4I4G","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A17M1MG37VOPWB","https://requester.mturk.com/workers/A17M1MG37VOPWB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A17P7UZ8HTS03A","https://requester.mturk.com/workers/A17P7UZ8HTS03A","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A17QDO5IO2AJOI","https://requester.mturk.com/workers/A17QDO5IO2AJOI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A17R8QLDENR6QC","https://requester.mturk.com/workers/A17R8QLDENR6QC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A17SK4FTCXFHQ8","https://requester.mturk.com/workers/A17SK4FTCXFHQ8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A17TUF3UUCPF74","https://requester.mturk.com/workers/A17TUF3UUCPF74","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A17X780V2G7ORG","https://requester.mturk.com/workers/A17X780V2G7ORG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A17Z70LX5SWAC7","https://requester.mturk.com/workers/A17Z70LX5SWAC7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1828Q2O5R0G8Q","https://requester.mturk.com/workers/A1828Q2O5R0G8Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A183V70YE0DYTK","https://requester.mturk.com/workers/A183V70YE0DYTK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A183WYXN12P2TJ","https://requester.mturk.com/workers/A183WYXN12P2TJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A184OAC45K9112","https://requester.mturk.com/workers/A184OAC45K9112","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","Never Blocked","",""
"A18572SN3YQOHO","https://requester.mturk.com/workers/A18572SN3YQOHO","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A187TVQ98O0FN2","https://requester.mturk.com/workers/A187TVQ98O0FN2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A187X274E6YEB8","https://requester.mturk.com/workers/A187X274E6YEB8","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","","","","","","","","","Never Blocked","",""
"A18C452IX8HCB8","https://requester.mturk.com/workers/A18C452IX8HCB8","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A18FK1XR73EQ2W","https://requester.mturk.com/workers/A18FK1XR73EQ2W","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A18IXM5QQMIMGO","https://requester.mturk.com/workers/A18IXM5QQMIMGO","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A18JMYZ2C3H5OO","https://requester.mturk.com/workers/A18JMYZ2C3H5OO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A18OBAH8EXBADM","https://requester.mturk.com/workers/A18OBAH8EXBADM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A18RP1CBQV4T1I","https://requester.mturk.com/workers/A18RP1CBQV4T1I","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A18S7LMCZVML4R","https://requester.mturk.com/workers/A18S7LMCZVML4R","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A18TAOA3KMISOY","https://requester.mturk.com/workers/A18TAOA3KMISOY","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A18XTX644QU69D","https://requester.mturk.com/workers/A18XTX644QU69D","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A18YQFG9YRCPGG","https://requester.mturk.com/workers/A18YQFG9YRCPGG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A18ZOLS2FGK8H7","https://requester.mturk.com/workers/A18ZOLS2FGK8H7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A190TWPG1BF4Y3","https://requester.mturk.com/workers/A190TWPG1BF4Y3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
